criterion_id,spine,criterion_title,criterion_year,criterion_director,criterion_country,imdb_tconst,imdb_primaryTitle,imdb_startYear,match_score,match_method
1101,1102.0,Devi,1960.0,Satyajit Ray,"India,",tt0053765,The Goddess,1960.0,112.0,auto
1103,1104.0,Citizen Kane,1941.0,Orson Welles,"United States,",tt0033467,Citizen Kane,1941.0,112.0,auto
1104,1105.0,Menace II Society,1993.0,Albert Hughes and Allen Hughes,"United States,",tt0107554,Menace II Society,1993.0,112.0,auto
1105,1106.0,One Night in Miami . . .,2020.0,Regina King,"United States,",tt10612922,One Night in Miami...,2020.0,112.0,auto
1106,1107.0,The Learning Tree,1969.0,Gordon Parks,"United States,",tt0064579,The Learning Tree,1969.0,112.0,auto
1107,1108.0,The Celebration,1998.0,Thomas Vinterberg,"Denmark,",tt0154420,The Celebration,1998.0,112.0,auto
1108,1109.0,Time,2020.0,Garrett Bradley,"United States,",tt11416746,Time,2020.0,112.0,auto
1109,1110.0,The Piano,1993.0,Jane Campion,"New Zealand,",tt0107822,The Piano,1993.0,112.0,auto
1110,1111.0,Dick Johnson Is Dead,2020.0,Kirsten Johnson,"United States,",tt11394180,Dick Johnson Is Dead,2020.0,112.0,auto
1111,1112.0,Miller’s Crossing,1990.0,Joel Coen,"United States,",tt0100150,Miller's Crossing,1990.0,112.0,auto
1112,1113.0,Boat People,1982.0,Ann Hui,"Hong Kong,",tt0084807,Boat People,1982.0,112.0,auto
1113,1114.0,Love Affair,1939.0,Leo McCarey,"United States,",tt0031593,Love Affair,1939.0,112.0,auto
1114,1115.0,Adoption,1975.0,Márta Mészáros,"Hungary,",tt0073948,Adoption,1975.0,112.0,auto
1115,1116.0,The Flight of the Phoenix,1965.0,Robert Aldrich,"United States,",tt0059183,The Flight of the Phoenix,1965.0,112.0,auto
1116,1117.0,love jones,1997.0,Theodore Witcher,"United States,",tt0119572,Love Jones,1997.0,112.0,auto
1117,1118.0,The Last Waltz,1978.0,Martin Scorsese,"United States,",tt0077838,The Last Waltz,1978.0,112.0,auto
1118,1119.0,Miracle in Milan,1951.0,Vittorio De Sica,"Italy,",tt0043809,Miracle in Milan,1951.0,112.0,auto
1119,1120.0,The Girl Can’t Help It,1956.0,Frank Tashlin,"United States,",tt0049263,The Girl Can't Help It,1956.0,112.0,auto
1121,1122.0,’Round Midnight,1986.0,Bertrand Tavernier,"United States,",tt0090557,'Round Midnight,1986.0,112.0,auto
1122,1123.0,Mr. Klein,1976.0,Joseph Losey,"France,",tt0074916,Mr. Klein,1976.0,112.0,auto
1123,1124.0,Chan Is Missing,1982.0,Wayne Wang,"United States,",tt0083728,Chan Is Missing,1982.0,112.0,auto
1124,1125.0,The Funeral,1984.0,Juzo Itami,"Japan,",tt0089746,The Funeral,1984.0,107.0,auto
1125,1126.0,Double Indemnity,1944.0,Billy Wilder,"United States,",tt0036775,Double Indemnity,1944.0,112.0,auto
1126,1127.0,Mississippi Masala,1991.0,Mira Nair,"United States,",tt0102456,Mississippi Masala,1991.0,112.0,auto
1127,1128.0,Farewell Amor,2020.0,Ekwa Msangi,"United States,",tt11380884,Farewell Amor,2020.0,112.0,auto
1128,1129.0,Rouge,1987.0,Stanley Kwan,"Hong Kong,",tt0093258,Rouge,1987.0,112.0,auto
1129,1130.0,Shaft,1971.0,Gordon Parks,"United States,",tt0067741,Shaft,1971.0,112.0,auto
1130,1131.0,Pink Flamingos,1972.0,John Waters,"United States,",tt0069089,Pink Flamingos,1972.0,112.0,auto
1131,1132.0,The Worst Person in the World,2021.0,Joachim Trier,"Norway,",tt10370710,The Worst Person in the World,2021.0,112.0,auto
1132,1133.0,Okja,2017.0,Bong Joon Ho,"South Korea,",tt3967856,Okja,2017.0,112.0,auto
1133,1134.0,Raging Bull,1980.0,Martin Scorsese,"United States,",tt0081398,Raging Bull,1980.0,112.0,auto
1134,1135.0,Devil in a Blue Dress,1995.0,Carl Franklin,"United States,",tt0112857,Devil in a Blue Dress,1995.0,112.0,auto
1135,1136.0,Drive My Car,2021.0,Ryusuke Hamaguchi,"Japan,",tt14039582,Drive My Car,2021.0,112.0,auto
1136,1137.0,Frownland,2007.0,Ronald Bronstein,"United States,",tt0970935,Frownland,2007.0,112.0,auto
1137,1138.0,Daddy Longlegs,2009.0,Josh Safdie and Benny Safdie,"United States,",tt1426362,Daddy Longlegs,2009.0,112.0,auto
1138,1139.0,Hôtel du Nord,1938.0,Marcel Carné,"France,",tt0030252,Hotel du Nord,1938.0,112.0,auto
1139,1140.0,Buck and the Preacher,1972.0,Sidney Poitier,"United States,",tt0068323,Buck and the Preacher,1972.0,112.0,auto
1140,1141.0,Faya dayi,2021.0,Jessica Beshir,"Ethiopia,",tt13648216,Faya Dayi,2021.0,112.0,auto
1142,1143.0,Sambizanga,1972.0,Sarah Maldoror,"Angola,",tt0069214,Sambizanga,1972.0,112.0,auto
1143,1144.0,Prisioneros de la tierra,1939.0,Mario Soffici,"Argentina,",tt0176049,Prisioneros de la tierra,1939.0,112.0,auto
1144,1145.0,Chess of the Wind,1976.0,Mohammad Reza Aslani,"Iran,",tt0318069,Chess of the Wind,1976.0,112.0,auto
1145,1146.0,Muna moto,1975.0,Dikongué-Pipa,"Cameroon,",tt0073417,The Child of Another,1975.0,100.0,auto
1146,1147.0,Two Girls on the Street,1939.0,André de Toth,"Hungary,",tt0031544,Two Girls on the Street,1939.0,112.0,auto
1147,1148.0,Kalpana,1948.0,Uday Shankar,"India,",tt0311384,Kalpana,1948.0,112.0,auto
1148,1149.0,Take Out,2004.0,Sean Baker and Shih-Ching Tsou,"United States,",tt0391483,Take Out,2004.0,112.0,auto
1149,1150.0,Exotica,1994.0,Atom Egoyan,"Canada,",tt0109759,Exotica,1994.0,112.0,auto
1150,1151.0,Sound of Metal,2019.0,Darius Marder,"United States,",tt5363618,Sound of Metal,2019.0,112.0,auto
1151,1152.0,Lost Highway,1997.0,David Lynch,"United States,",tt0116922,Lost Highway,1997.0,112.0,auto
1152,1153.0,Arsenic and Old Lace,1944.0,Frank Capra,"United States,",tt0036613,Arsenic and Old Lace,1944.0,112.0,auto
1153,1154.0,Eve’s Bayou,1997.0,Kasi Lemmons,"United States,",tt0119080,Eve's Bayou,1997.0,112.0,auto
1154,1155.0,Cure,1997.0,Kiyoshi Kurosawa,"Japan,",tt0123948,Cure,1997.0,112.0,auto
1155,1156.0,La Llorona,2019.0,Jayro Bustamante,"Guatemala,",tt10767168,La Llorona,2019.0,112.0,auto
1156,1157.0,Daisies,1966.0,Věra Chytilová,"Czechoslovakia,",tt0060959,Daisies,1966.0,107.0,auto
1157,1158.0,The Power of the Dog,2021.0,Jane Campion,"United States,",tt10293406,The Power of the Dog,2021.0,112.0,auto
1159,1160.0,Malcolm X,1992.0,Spike Lee,"United States,",tt0104797,Malcolm X,1992.0,112.0,auto
1160,1161.0,WALL·E,2008.0,Andrew Stanton,"United States,",tt0910970,WALL·E,2008.0,112.0,auto
1163,1164.0,The Velvet Underground,2021.0,Todd Haynes,"United States,",tt7230750,The Velvet Underground,2021.0,112.0,auto
1164,1165.0,Cooley High,1975.0,Michael Schultz,"United States,",tt0072820,Cooley High,1975.0,112.0,auto
1165,1166.0,The Adventures of Baron Munchausen,1988.0,Terry Gilliam,"United Kingdom,",tt0096764,The Adventures of Baron Munchausen,1988.0,112.0,auto
1166,1167.0,Imitation of Life,1934.0,John M. Stahl,"United States,",tt0025301,Imitation of Life,1934.0,112.0,auto
1168,1169.0,"This Is Not a Burial, It’s a Resurrection",2019.0,Lemohang Jeremiah Mosese,"Lesotho,",tt10849514,"This Is Not a Burial, It's a Resurrection",2019.0,112.0,auto
1169,1170.0,Bergman Island,2021.0,Mia Hansen-Løve,"France,",tt6910282,Bergman Island,2021.0,112.0,auto
1170,1171.0,Romeo and Juliet,1968.0,Franco Zeffirelli,"Italy,",tt0063518,Romeo and Juliet,1968.0,112.0,auto
1172,1173.0,Hollywood Shuffle,1987.0,Robert Townsend,"United States,",tt0093200,Hollywood Shuffle,1987.0,112.0,auto
1173,1174.0,Last Hurrah for Chivalry,1979.0,John Woo,"Hong Kong,",tt0077655,Last Hurrah for Chivalry,1979.0,112.0,auto
1174,1175.0,Inland Empire,2006.0,David Lynch,"United States,",tt0460829,Inland Empire,2006.0,112.0,auto
1175,1176.0,Chilly Scenes of Winter,1979.0,Joan Micklin Silver,"United States,",tt0079278,Chilly Scenes of Winter,1979.0,112.0,auto
1177,1178.0,Triangle of Sadness,2022.0,Ruben Östlund,"Sweden,",tt7322224,Triangle of Sadness,2022.0,112.0,auto
1178,1179.0,Targets,1968.0,Peter Bogdanovich,"United States,",tt0063671,Targets,1968.0,112.0,auto
1179,1180.0,Thelma & Louise,1991.0,Ridley Scott,"United States,",tt0103074,Thelma & Louise,1991.0,112.0,auto
1180,1181.0,Petite maman,2021.0,Céline Sciamma,"France,",tt13204490,Petite Maman,2021.0,112.0,auto
1181,1182.0,The Servant,1963.0,Joseph Losey,"United Kingdom,",tt0057490,The Servant,1963.0,112.0,auto
1182,1183.0,Medicine for Melancholy,2008.0,Barry Jenkins,"United States,",tt1133989,Medicine for Melancholy,2008.0,112.0,auto
1183,1184.0,The Watermelon Woman,1996.0,Cheryl Dunye,"United States,",tt0118125,The Watermelon Woman,1996.0,112.0,auto
1184,1185.0,After Hours,1985.0,Martin Scorsese,"United States,",tt0088680,After Hours,1985.0,112.0,auto
1186,1187.0,One False Move,1992.0,Carl Franklin,"United States,",tt0102592,One False Move,1991.0,106.0,auto
1187,1188.0,Dim Sum: A Little Bit of Heart,1985.0,Wayne Wang,"United States,",tt0087150,Dim Sum: A Little Bit of Heart,1985.0,112.0,auto
1189,1190.0,Drylongso,1998.0,Cauleen Smith,"United States,",tt0181517,Drylongso,1998.0,112.0,auto
1190,1191.0,The Trial,1962.0,Orson Welles,"France,",tt0057427,The Trial,1962.0,112.0,auto
1191,1192.0,Moonage Daydream,2022.0,Brett Morgen,"United States,",tt9883832,Moonage Daydream,2022.0,112.0,auto
1192,1193.0,La Bamba,1987.0,Luis Valdez,"United States,",tt0093378,La Bamba,1987.0,112.0,auto
1194,1195.0,The Others,2001.0,Alejandro Amenábar,"Spain,",tt0230600,The Others,2001.0,112.0,auto
1195,1196.0,Nanny,2022.0,Nikyatu Jusu,"United States,",tt10931784,Nanny,2022.0,112.0,auto
1197,1198.0,Mean Streets,1973.0,Martin Scorsese,"United States,",tt0070379,Mean Streets,1973.0,112.0,auto
1198,1199.0,La cérémonie,1995.0,Claude Chabrol,"France,",tt0112769,The Ceremony,1995.0,112.0,auto
1200,1201.0,Guillermo del Toro’s Pinocchio,2022.0,Guillermo del Toro and Mark Gustafson,"Mexico,",tt1488589,Guillermo del Toro's Pinocchio,2022.0,112.0,auto
1201,1202.0,Lone Star,1996.0,John Sayles,"United States,",tt0116905,Lone Star,1996.0,112.0,auto
1203,1204.0,Trainspotting,1996.0,Danny Boyle,"United Kingdom,",tt0117951,Trainspotting,1996.0,112.0,auto
1204,1205.0,Mudbound,2017.0,Dee Rees,"United States,",tt2396589,Mudbound,2017.0,112.0,auto
1207,1208.0,The Roaring Twenties,1939.0,Raoul Walsh,"United States,",tt0031867,The Roaring Twenties,1939.0,112.0,auto
1208,1209.0,Nothing but a Man,1964.0,Michael Roemer,"United States,",tt0058414,Nothing But a Man,1964.0,112.0,auto
1209,1210.0,All the Beauty and the Bloodshed,2022.0,Laura Poitras,"United States,",tt21374850,All the Beauty and the Bloodshed,2022.0,112.0,auto
1210,1211.0,The Runner,1984.0,Amir Naderi,"Iran,",tt0088992,The Runner,1984.0,112.0,auto
1211,1212.0,Saint Omer,2022.0,Alice Diop,"France,",tt15376894,Saint Omer,2022.0,112.0,auto
1212,1213.0,To Die For,1995.0,Gus Van Sant,"United States,",tt0114681,To Die For,1995.0,112.0,auto
1213,1214.0,I Am Cuba,1964.0,Mikhail Kalatozov,"Cuba,",tt0058604,I Am Cuba,1964.0,112.0,auto
1214,1215.0,Werckmeister Harmonies,2000.0,Béla Tarr and Ágnes Hranitzky,"Hungary,",tt0249241,Werckmeister Harmonies,2000.0,112.0,auto
1215,1216.0,Dogfight,1991.0,Nancy Savoca,"United States,",tt0101748,Dogfight,1991.0,112.0,auto
1217,1218.0,Anatomy of a Fall,2023.0,Justine Triet,"France,",tt17009710,Anatomy of a Fall,2023.0,112.0,auto
1218,1219.0,Girlfight,2000.0,Karyn Kusama,"United States,",tt0210075,Girlfight,2000.0,112.0,auto
1219,1220.0,Bound,1996.0,Lana Wachowski and Lilly Wachowski,"United States,",tt0115736,Bound,1996.0,112.0,auto
1220,1221.0,Querelle,1982.0,Rainer Werner Fassbinder,"Germany,",tt0084565,Querelle,1982.0,112.0,auto
1221,1222.0,Victims of Sin,1951.0,Emilio Fernández,"Mexico,",tt0043115,Victims of Sin,1951.0,112.0,auto
1223,1224.0,Pat Garrett and Billy the Kid,1973.0,Sam Peckinpah,"United States,",tt0070518,Pat Garrett & Billy the Kid,1973.0,112.0,auto
1224,1225.0,"Black God, White Devil",1964.0,Glauber Rocha,"Brazil,",tt0058006,"Black God, White Devil",1964.0,112.0,auto
1225,1226.0,Perfect Days,2023.0,Wim Wenders,"Japan,",tt27503384,Perfect Days,2023.0,112.0,auto
1226,1227.0,Risky Business,1983.0,Paul Brickman,"United States,",tt0086200,Risky Business,1983.0,112.0,auto
1227,1228.0,Farewell My Concubine,1993.0,Chen Kaige,"China,",tt0106332,Farewell My Concubine,1993.0,112.0,auto
1229,1230.0,Not a Pretty Picture,1975.0,Martha Coolidge,"United States,",tt0073467,Not a Pretty Picture,1976.0,106.0,auto
1230,1231.0,Real Life,1979.0,Albert Brooks,"United States,",tt0079781,Real Life,1979.0,112.0,auto
1231,1232.0,Mother,1996.0,Albert Brooks,"United States,",tt0117091,Mother,1996.0,112.0,auto
1233,1234.0,All of Us Strangers,2023.0,Andrew Haigh,"United Kingdom,",tt21192142,All of Us Strangers,2023.0,112.0,auto
1234,1235.0,Happiness,1998.0,Todd Solondz,"United States,",tt0147612,Happiness,1998.0,112.0,auto
1236,1237.0,Demon Pond,1979.0,Masahiro Shinoda,"Japan,",tt0079041,Demon Pond,1979.0,112.0,auto
1237,1238.0,Gummo,1997.0,Harmony Korine,"United States,",tt0119237,Gummo,1997.0,112.0,auto
1238,1239.0,Scarface,1932.0,Howard Hawks,"United States,",tt0023427,Scarface,1932.0,112.0,auto
1239,1240.0,Funny Girl,1968.0,William Wyler,"United States,",tt0062994,Funny Girl,1968.0,112.0,auto
1240,1241.0,Paper Moon,1973.0,Peter Bogdanovich,"United States,",tt0070510,Paper Moon,1973.0,112.0,auto
1241,1242.0,The Shape of Water,2017.0,Guillermo del Toro,"United States,",tt5580390,The Shape of Water,2017.0,112.0,auto
1242,1243.0,No Country for Old Men,2007.0,Joel Coen and Ethan Coen,"United States,",tt0477348,No Country for Old Men,2007.0,112.0,auto
1243,1244.0,Eastern Condors,1987.0,Sammo Hung,"Hong Kong,",tt0090956,Eastern Condors,1987.0,100.0,auto
1244,1245.0,The Mother and the Whore,1973.0,Jean Eustache,"France,",tt0070359,The Mother and the Whore,1973.0,112.0,auto
1245,1246.0,The Grifters,1990.0,Stephen Frears,"United States,",tt0099703,The Grifters,1990.0,112.0,auto
1246,1247.0,"Jo Jo Dancer, Your Life Is Calling",1986.0,Richard Pryor,"United States,",tt0091295,"Jo Jo Dancer, Your Life Is Calling",1986.0,112.0,auto
1247,1248.0,Winchester ’73,1950.0,Anthony Mann,"United States,",tt0043137,Winchester '73,1950.0,112.0,auto
1248,1249.0,King Lear,1987.0,Jean-Luc Godard,"United States,",tt0093349,King Lear,1987.0,112.0,auto
1249,1250.0,Crossing Delancey,1988.0,Joan Micklin Silver,"United States,",tt0094921,Crossing Delancey,1988.0,112.0,auto
1250,1251.0,Drugstore Cowboy,1989.0,Gus Van Sant,"United States,",tt0097240,Drugstore Cowboy,1989.0,112.0,auto
1251,1252.0,Performance,1970.0,Donald Cammell and Nicolas Roeg,"United Kingdom,",tt0066214,Performance,1970.0,112.0,auto
1253,1254.0,Godzilla vs. Biollante,1989.0,Kazuki Omori,"Japan,",tt0097444,Godzilla vs. Biollante,1989.0,112.0,auto
1254,1255.0,Night Moves,1975.0,Arthur Penn,"United States,",tt0073453,Night Moves,1975.0,112.0,auto
1255,1256.0,Choose Me,1984.0,Alan Rudolph,"United States,",tt0087054,Choose Me,1984.0,112.0,auto
1257,1258.0,Prince of Broadway,2008.0,Sean Baker,"United States,",tt1000769,Prince of Broadway,2008.0,112.0,auto
1258,1259.0,Anora,2024.0,Sean Baker,"United States,",tt28607951,Anora,2024.0,112.0,auto
1259,1260.0,Basquiat,1996.0,Julian Schnabel,"United States,",tt0115632,Basquiat,1996.0,112.0,auto
1260,1261.0,The Wind Will Carry Us,1999.0,Abbas Kiarostami,"Iran,",tt0209463,The Wind Will Carry Us,1999.0,112.0,auto
1261,1262.0,Killer of Sheep,1977.0,Charles Burnett,"United States,",tt0076263,Killer of Sheep,1978.0,106.0,auto
1263,1264.0,The Wiz,1978.0,Sidney Lumet,"United States,",tt0078504,The Wiz,1978.0,112.0,auto
1264,1265.0,"Thelonious Monk Straight, No Chaser",1988.0,Charlotte Zwerin,"United States,",tt0098465,"Thelonious Monk: Straight, No Chaser",1988.0,112.0,auto
1265,1266.0,Midnight,1939.0,Mitchell Leisen,"United States,",tt0031647,Midnight,1939.0,112.0,auto
1266,1267.0,Sorcerer,1977.0,William Friedkin,"United States,",tt0076740,Sorcerer,1977.0,112.0,auto
1267,1268.0,Thirty Two Short Films About Glenn Gould,1993.0,François Girard,"Canada,",tt0108328,Thirty Two Short Films About Glenn Gould,1993.0,112.0,auto
1268,1269.0,The Big Heat,1953.0,Fritz Lang,"United States,",tt0045555,The Big Heat,1953.0,112.0,auto
1269,1270.0,Carnal Knowledge,1971.0,Mike Nichols,"United States,",tt0066892,Carnal Knowledge,1971.0,112.0,auto
1270,1271.0,You Can Count on Me,2000.0,Kenneth Lonergan,"United States,",tt0203230,You Can Count on Me,2000.0,112.0,auto
1271,1272.0,Shoeshine,1946.0,Vittorio De Sica,"Italy,",tt0038913,Shoeshine,1946.0,112.0,auto
1272,1273.0,Cairo Station,1958.0,Youssef Chahine,"Egypt,",tt0051390,Cairo Station,1958.0,112.0,auto
1273,1274.0,Compensation,1999.0,Zeinabu irene Davis,"United States,",tt0223027,Compensation,1999.0,112.0,auto
1275,1276.0,Saving Face,2004.0,Alice Wu,"United States,",tt0384504,Saving Face,2004.0,112.0,auto
1276,1277.0,Born in Flames,1983.0,Lizzie Borden,"United States,",tt0085267,Born in Flames,1983.0,112.0,auto
1277,1278.0,Flow,2024.0,Gints Zilbalodis,"Latvia,",tt4772188,Flow,2024.0,112.0,auto
1278,1279.0,Read My Lips,2001.0,Jacques Audiard,"France,",tt0274117,Read My Lips,2001.0,112.0,auto
1279,1280.0,The Beat That My Heart Skipped,2005.0,Jacques Audiard,"France,",tt0411270,The Beat That My Heart Skipped,2005.0,112.0,auto
1280,1281.0,Isle of Dogs,2018.0,Wes Anderson,"United States,",tt5104604,Isle of Dogs,2018.0,112.0,auto
1281,1282.0,"The French Dispatch of the Liberty, Kansas Evening Sun",2021.0,Wes Anderson,"United States,",tt8847712,The French Dispatch,2021.0,112.0,auto
1282,1283.0,A History of Violence,2005.0,David Cronenberg,"United States,",tt0399146,A History of Violence,2005.0,112.0,auto
1283,1284.0,Altered States,1980.0,Ken Russell,"United States,",tt0080360,Altered States,1980.0,112.0,auto
1284,1285.0,Deep Crimson,1996.0,Arturo Ripstein,"Mexico,",tt0117394,Deep Crimson,1996.0,112.0,auto
1285,1286.0,Nightmare Alley,2021.0,Guillermo del Toro,"United States,",tt7740496,Nightmare Alley,2021.0,112.0,auto
1286,1287.0,House Party,1990.0,Reginald Hudlin,"United States,",tt0099800,House Party,1990.0,112.0,auto
1287,1288.0,Hell’s Angels,1930.0,Howard Hughes,"United States,",tt0020960,Hell's Angels,1930.0,112.0,auto
1288,1289.0,Él,1953.0,Luis Buñuel,"Mexico,",tt0045361,El,1953.0,112.0,auto
1289,1290.0,Eyes Wide Shut,1999.0,Stanley Kubrick,"United Kingdom,",tt0120663,Eyes Wide Shut,1999.0,112.0,auto
1290,1291.0,Return to Reason: Four Films by Man Ray,2023.0,Man Ray,"France,",tt27656132,Return to Reason: Four Films by Man Ray,2023.0,112.0,auto
1291,1292.0,Salaam Bombay!,1988.0,Mira Nair,"India,",tt0096028,Salaam Bombay!,1988.0,112.0,auto
1292,1293.0,Pee-wee’s Big Adventure,1985.0,Tim Burton,"United States,",tt0089791,Pee-wee's Big Adventure,1985.0,112.0,auto
1293,1294.0,David Byrne’s American Utopia,2020.0,Spike Lee,"United States,",tt11874226,David Byrne's American Utopia,2020.0,112.0,auto
1294,1295.0,The Dead,1987.0,John Huston,"United Kingdom,",tt0092843,The Dead,1987.0,112.0,auto
1296,1297.0,Captain Blood,1935.0,Michael Curtiz,"United States,",tt0026174,Captain Blood,1935.0,112.0,auto
1297,1298.0,Birth,2004.0,Jonathan Glazer,"United States,",tt0337876,Birth,2004.0,112.0,auto
1298,1299.0,Kiss of the Spider Woman,1985.0,Héctor Babenco,"United States,",tt0089424,Kiss of the Spider Woman,1985.0,107.0,auto
1299,1300.0,Network,1976.0,Sidney Lumet,"United States,",tt0074958,Network,1976.0,112.0,auto
1300,1301.0,The Man Who Wasn’t There,2001.0,Joel Coen,"United States,",tt0243133,The Man Who Wasn't There,2001.0,112.0,auto
1301,1302.0,Killers of the Flower Moon,2023.0,Martin Scorsese,"United States,",tt5537002,Killers of the Flower Moon,2023.0,112.0,auto
1302,1303.0,Testament,1983.0,Lynne Littman,"United States,",tt0086429,Testament,1983.0,112.0,auto
1303,1304.0,A Man and a Woman,1966.0,Claude Lelouch,"France,",tt0061138,A Man and a Woman,1966.0,112.0,auto
1304,1305.0,The Blade,1995.0,Tsui Hark,"Hong Kong,",tt0112800,The Blade,1995.0,112.0,auto
1307,,The Killers,1946.0,Robert Siodmak,"United States,",tt0038669,The Killers,1946.0,112.0,auto
1308,,The Killers,1964.0,Don Siegel,"United States,",tt0058262,The Killers,1964.0,112.0,auto
1309,,A Story of Floating Weeds,1934.0,Yasujiro Ozu,"Japan,",tt0025929,A Story of Floating Weeds,1934.0,112.0,auto
1310,,Floating Weeds,1959.0,Yasujiro Ozu,"Japan,",tt0053390,Floating Weeds,1959.0,112.0,auto
1311,,The Lower Depths,1936.0,Jean Renoir,"France,",tt0027336,The Lower Depths,1936.0,112.0,auto
1312,,The Lower Depths,1957.0,Akira Kurosawa,"Japan,",tt0050330,The Lower Depths,1957.0,112.0,auto
1313,,Borderline,1930.0,Kenneth Macpherson,"United States,",tt0020701,Borderline,1930.0,112.0,auto
1315,,Jericho,1937.0,Thornton Freeland,"United Kingdom,",tt0029064,Dark Sands,1937.0,112.0,auto
1316,,Native Land,1942.0,Leo Hurwitz and Paul Strand,"United States,",tt0035112,Native Land,1942.0,112.0,auto
1318,,Sans Soleil,1983.0,Chris Marker,"France,",tt0084628,Sans Soleil,1983.0,112.0,auto
1319,,America Lost and Found: The BBS Story,,,,tt1778199,America Lost and Found: The BBS Story,2010.0,90.0,auto
1320,,The Suitor,1963.0,Pierre Etaix,"France,",tt0056514,The Suitor,1962.0,94.0,auto
1321,,Yoyo,1965.0,Pierre Etaix,"France,",tt0059934,Yoyo,1965.0,100.0,auto
1322,,As Long as You’ve Got Your Health,1966.0,Pierre Etaix,"France,",tt0207145,As Long as You've Got Your Health,1966.0,100.0,auto
1323,,Le grand amour,1969.0,Pierre Etaix,"France,",tt0064390,Le Grand Amour,1969.0,100.0,auto
1324,,Land of Milk and Honey,1971.0,Pierre Etaix,"France,",tt0258013,Land of Milk and Honey,1971.0,100.0,auto
1326,,Zéro de conduite,1933.0,Jean Vigo,"France,",tt0024803,Zero for Conduct,1933.0,112.0,auto
1327,,L’Atalante,1934.0,Jean Vigo,"France,",tt0024844,L'Atalante,1934.0,112.0,auto
1328,,The Tale of Zatoichi,1962.0,Kenji Misumi,"Japan,",tt0056714,The Tale of Zatoichi,1962.0,112.0,auto
1329,,The Tale of Zatoichi Continues,1962.0,Kazuo Mori,"Japan,",tt0200309,The Tale of Zatoichi Continues,1962.0,112.0,auto
1330,,New Tale of Zatoichi,1963.0,Tokuzo Tanaka,"Japan,",tt0057503,New Tale of Zatoichi,1963.0,112.0,auto
1331,,Zatoichi the Fugitive,1963.0,Tokuzo Tanaka,"Japan,",tt0057715,Zatoichi the Fugitive,1963.0,112.0,auto
1332,,Zatoichi on the Road,1963.0,Kimiyoshi Yasuda,"Japan,",tt0057714,Zatoichi on the Road,1963.0,112.0,auto
1333,,Zatoichi and the Chest of Gold,1964.0,Kazuo Ikehiro,"Japan,",tt0130377,Zatoichi and the Chest of Gold,1964.0,112.0,auto
1334,,Zatoichi’s Flashing Sword,1964.0,Kazuo Ikehiro,"Japan,",tt0191664,Zatoichi's Flashing Sword,1964.0,112.0,auto
1335,,"Fight, Zatoichi, Fight",1964.0,Kenji Misumi,"Japan,",tt0123334,"Fight, Zatoichi, Fight",1964.0,112.0,auto
1336,,Adventures of Zatoichi,1964.0,Kimiyoshi Yasuda,"Japan,",tt0164984,Adventures of Zatoichi,1964.0,112.0,auto
1337,,Zatoichi’s Revenge,1965.0,Akira Inoue,"Japan,",tt0123335,Zatoichi's Revenge,1965.0,112.0,auto
1338,,Zatoichi and the Doomed Man,1965.0,Kazuo Mori,"Japan,",tt0202154,Zatoichi and the Doomed Man,1965.0,112.0,auto
1339,,Zatoichi and the Chess Expert,1965.0,Kenji Misumi,"Japan,",tt0059942,Zatoichi and the Chess Expert,1965.0,112.0,auto
1340,,Zatoichi’s Vengeance,1966.0,Tokuzo Tanaka,"Japan,",tt0143012,Zatoichi's Vengeance,1966.0,112.0,auto
1341,,Zatoichi’s Pilgrimage,1966.0,Kazuo Ikehiro,"Japan,",tt0199905,Zatoichi's Pilgrimage,1966.0,112.0,auto
1342,,Zatoichi’s Cane Sword,1967.0,Kimiyoshi Yasuda,"Japan,",tt0186725,Zatoichi's Cane Sword,1967.0,112.0,auto
1343,,Zatoichi the Outlaw,1967.0,Satsuo Yamamoto,"Japan,",tt0062518,Zatoichi the Outlaw,1967.0,112.0,auto
1344,,Zatoichi Challenged,1967.0,Kenji Misumi,"Japan,",tt0063834,Zatoichi Challenged,1967.0,112.0,auto
1345,,Zatoichi and the Fugitives,1968.0,Kimiyoshi Yasuda,"Japan,",tt0063835,Zatoichi and the Fugitives,1968.0,112.0,auto
1346,,Samaritan Zatoichi,1968.0,Kenji Misumi,"Japan,",tt0164983,Samaritan Zatoichi,1968.0,112.0,auto
1347,,Zatoichi Meets Yojimbo,1970.0,Kihachi Okamoto,"Japan,",tt0066603,Zatoichi Meets Yojimbo,1970.0,112.0,auto
1348,,Zatoichi Goes to the Fire Festival,1970.0,Kenji Misumi,"Japan,",tt0164982,Zatoichi Goes to the Fire Festival,1970.0,112.0,auto
1349,,Zatoichi Meets the One-Armed Swordsman,1971.0,Kimiyoshi Yasuda,"Japan,",tt0066602,Zatoichi and the One-Armed Swordsman,1971.0,98.48648648648648,auto
1350,,Zatoichi at Large,1972.0,Kazuo Mori,"Japan,",tt0202153,Zatoichi at Large,1972.0,112.0,auto
1351,,Zatoichi in Desperation,1972.0,Shintaro Katsu,"Japan,",tt0201922,Zatoichi in Desperation,1972.0,112.0,auto
1352,,Zatoichi’s Conspiracy,1973.0,Kimiyoshi Yasuda,"Japan,",tt0072439,Zatoichi's Conspiracy,1973.0,112.0,auto
1360,,Lone Wolf and Cub: Sword of Vengeance,1972.0,Kenji Misumi,"Japan,",tt0068815,Lone Wolf and Cub: Sword of Vengeance,1972.0,112.0,auto
