criterion_id,spine,criterion_title,criterion_year,criterion_director,criterion_country,imdb_tconst,imdb_primaryTitle,imdb_startYear,match_score,match_method
0,1.0,Grand Illusion,1937.0,Jean Renoir,"France,",tt0028950,The Grand Illusion,1937.0,99.5,auto
1,2.0,Seven Samurai,1954.0,Akira Kurosawa,"Japan,",tt0047478,Seven Samurai,1954.0,112.0,auto
2,3.0,The Lady Vanishes,1938.0,Alfred Hitchcock,"United Kingdom,",tt0030341,The Lady Vanishes,1938.0,112.0,auto
3,4.0,Amarcord,1973.0,Federico Fellini,"Italy,",tt0071129,Amarcord,1973.0,112.0,auto
4,5.0,The 400 Blows,1959.0,François Truffaut,"France,",tt0053198,The 400 Blows,1959.0,112.0,auto
5,6.0,Beauty and the Beast,1946.0,Jean Cocteau,"France,",tt0038348,Beauty and the Beast,1946.0,112.0,auto
6,7.0,A Night to Remember,1958.0,Roy Ward Baker,"United Kingdom,",tt0051994,A Night to Remember,1958.0,112.0,auto
7,8.0,The Killer,1989.0,John Woo,"Hong Kong,",tt0097202,The Killer,1989.0,112.0,auto
8,9.0,Hard Boiled,1992.0,John Woo,"Hong Kong,",tt0104684,Hard Boiled,1992.0,112.0,auto
9,10.0,Walkabout,1971.0,Nicolas Roeg,"United Kingdom,",tt0067959,Walkabout,1971.0,112.0,auto
10,11.0,The Seventh Seal,1957.0,Ingmar Bergman,"Sweden,",tt0050976,The Seventh Seal,1957.0,112.0,auto
11,12.0,This Is Spinal Tap,1984.0,Rob Reiner,"United States,",tt0088258,This Is Spinal Tap,1984.0,112.0,auto
12,13.0,The Silence of the Lambs,1991.0,Jonathan Demme,"United States,",tt0102926,The Silence of the Lambs,1991.0,112.0,auto
13,14.0,Samurai I: Musashi Miyamoto,1954.0,Hiroshi Inagaki,"Japan,",tt0047444,Samurai I: Musashi Miyamoto,1954.0,112.0,auto
14,15.0,Samurai II: Duel at Ichijoji Temple,1955.0,Hiroshi Inagaki,"Japan,",tt0048579,Samurai II: Duel at Ichijoji Temple,1955.0,112.0,auto
15,16.0,Samurai III: Duel at Ganryu Island,1956.0,Hiroshi Inagaki,"Japan,",tt0049710,Samurai III: Duel at Ganryu Island,1956.0,112.0,auto
16,17.0,"Salò, or The 120 Days of Sodom",1976.0,Pier Paolo Pasolini,"Italy,",tt0073650,"Salò, or the 120 Days of Sodom",1975.0,106.0,auto
17,18.0,The Naked Kiss,1964.0,Samuel Fuller,"United States,",tt0058390,The Naked Kiss,1964.0,112.0,auto
18,19.0,Shock Corridor,1963.0,Samuel Fuller,"United States,",tt0057495,Shock Corridor,1963.0,112.0,auto
19,20.0,Sid & Nancy,1986.0,Alex Cox,"United Kingdom,",tt0091954,Sid and Nancy,1986.0,112.0,auto
20,21.0,Dead Ringers,1988.0,David Cronenberg,"United States,",tt0094964,Dead Ringers,1988.0,112.0,auto
21,22.0,Summertime,1955.0,David Lean,"United States,",tt0048673,Summertime,1955.0,112.0,auto
22,23.0,RoboCop,1987.0,Paul Verhoeven,"United States,",tt0093870,RoboCop,1987.0,112.0,auto
23,24.0,High and Low,1963.0,Akira Kurosawa,"Japan,",tt0057565,High and Low,1963.0,112.0,auto
24,25.0,Alphaville,1965.0,Jean-Luc Godard,"France,",tt0058898,Alphaville,1965.0,112.0,auto
25,26.0,The Long Good Friday,1980.0,John Mackenzie,"United Kingdom,",tt0081070,The Long Good Friday,1980.0,112.0,auto
26,27.0,Flesh for Frankenstein,1973.0,Paul Morrissey,"United States,",tt0071508,Flesh for Frankenstein,1973.0,112.0,auto
27,28.0,Blood for Dracula,1974.0,Paul Morrissey,"United States,",tt0071233,Blood for Dracula,1974.0,112.0,auto
28,29.0,Picnic at Hanging Rock,1975.0,Peter Weir,"Australia,",tt0073540,Picnic at Hanging Rock,1975.0,112.0,auto
29,30.0,M,1931.0,Fritz Lang,"Germany,",tt0022100,M,1931.0,112.0,auto
30,31.0,Great Expectations,1946.0,David Lean,"United Kingdom,",tt0038574,Great Expectations,1946.0,112.0,auto
31,32.0,Oliver Twist,1948.0,David Lean,"United Kingdom,",tt0040662,Oliver Twist,1948.0,112.0,auto
32,33.0,Nanook of the North,1922.0,Robert Flaherty,"United States,",tt0013427,Nanook of the North,1922.0,112.0,auto
33,34.0,Andrei Rublev,1966.0,Andrei Tarkovsky,"Soviet Union,",tt0060107,Andrei Rublev,1966.0,112.0,auto
34,35.0,Diabolique,1955.0,Henri-Georges Clouzot,"France,",tt0046911,Diabolique,1955.0,112.0,auto
35,36.0,The Wages of Fear,1953.0,Henri-Georges Clouzot,"France,",tt0046268,The Wages of Fear,1953.0,112.0,auto
36,37.0,Time Bandits,1981.0,Terry Gilliam,"United Kingdom,",tt0081633,Time Bandits,1981.0,112.0,auto
37,38.0,Branded to Kill,1967.0,Seijun Suzuki,"Japan,",tt0061882,Branded to Kill,1967.0,112.0,auto
38,39.0,Tokyo Drifter,1966.0,Seijun Suzuki,"Japan,",tt0061101,Tokyo Drifter,1966.0,112.0,auto
39,40.0,Armageddon,1998.0,Michael Bay,"United States,",tt0120591,Armageddon,1998.0,112.0,auto
40,41.0,Henry V,1944.0,Laurence Olivier,"United Kingdom,",tt0036910,Henry V,1944.0,112.0,auto
42,43.0,Lord of the Flies,1963.0,Peter Brook,"United Kingdom,",tt0057261,Lord of the Flies,1963.0,112.0,auto
43,44.0,The Red Shoes,1948.0,Michael Powell and Emeric Pressburger,"United Kingdom,",tt0040725,The Red Shoes,1948.0,112.0,auto
44,45.0,Taste of Cherry,1997.0,Abbas Kiarostami,"Iran,",tt0120265,Taste of Cherry,1997.0,112.0,auto
45,46.0,The Most Dangerous Game,1932.0,Ernest B. Schoedsack and Irving Pichel,"United States,",tt0023238,The Most Dangerous Game,1932.0,112.0,auto
46,47.0,Insomnia,1997.0,Erik Skjoldbjærg,"Norway,",tt0119375,Insomnia,1997.0,112.0,auto
47,48.0,Black Orpheus,1959.0,Marcel Camus,"France,",tt0053146,Black Orpheus,1959.0,112.0,auto
48,49.0,Nights of Cabiria,1957.0,Federico Fellini,"Italy,",tt0050783,Nights of Cabiria,1957.0,112.0,auto
49,50.0,And the Ship Sails On,1983.0,Federico Fellini,"Italy,",tt0087188,The Ship Sails On,1983.0,101.47368421052632,auto
50,51.0,Brazil,1985.0,Terry Gilliam,"United Kingdom,",tt0088846,Brazil,1985.0,112.0,auto
51,52.0,Yojimbo,1961.0,Akira Kurosawa,"Japan,",tt0055630,Yojimbo,1961.0,112.0,auto
52,53.0,Sanjuro,1962.0,Akira Kurosawa,"Japan,",tt0056443,Sanjuro,1962.0,112.0,auto
53,54.0,For All Mankind,1989.0,Al Reinert,"United States,",tt0097372,For All Mankind,1989.0,112.0,auto
54,55.0,The Unbearable Lightness of Being,1988.0,Philip Kaufman,"United States,",tt0096332,The Unbearable Lightness of Being,1988.0,112.0,auto
55,56.0,The 39 Steps,1935.0,Alfred Hitchcock,"United Kingdom,",tt0026029,The 39 Steps,1935.0,112.0,auto
56,57.0,Charade,1963.0,Stanley Donen,"United States,",tt0056923,Charade,1963.0,112.0,auto
57,58.0,Peeping Tom,1960.0,Michael Powell,"United Kingdom,",tt0054167,Peeping Tom,1960.0,112.0,auto
58,59.0,The Night Porter,1974.0,Liliana Cavani,"Italy,",tt0071910,The Night Porter,1974.0,112.0,auto
59,60.0,Autumn Sonata,1978.0,Ingmar Bergman,"Sweden,",tt0077711,Autumn Sonata,1978.0,112.0,auto
60,61.0,Monty Python’s Life of Brian,1979.0,Terry Jones,"United Kingdom,",tt0079470,Monty Python's Life of Brian,1979.0,112.0,auto
61,62.0,The Passion of Joan of Arc,1928.0,Carl Th. Dreyer,"France,",tt0019254,The Passion of Joan of Arc,1928.0,107.0,auto
62,63.0,Carnival of Souls,1962.0,Herk Harvey,"United States,",tt0055830,Carnival of Souls,1962.0,112.0,auto
63,64.0,The Third Man,1949.0,Carol Reed,"United Kingdom,",tt0041959,The Third Man,1949.0,112.0,auto
64,65.0,Rushmore,1998.0,Wes Anderson,"United States,",tt0128445,Rushmore,1998.0,112.0,auto
66,67.0,The Blood of a Poet,1930.0,Jean Cocteau,"France,",tt0021331,The Blood of a Poet,1932.0,94.0,auto
67,68.0,Orpheus,1950.0,Jean Cocteau,"France,",tt0041719,Orpheus,1950.0,112.0,auto
68,69.0,Testament of Orpheus,1959.0,Jean Cocteau,"France,",tt0054377,Testament of Orpheus,1960.0,106.0,auto
69,70.0,The Last Temptation of Christ,1988.0,Martin Scorsese,"United States,",tt0095497,The Last Temptation of Christ,1988.0,112.0,auto
70,71.0,The Magic Flute,1975.0,Ingmar Bergman,"Sweden,",tt0073822,The Magic Flute,1975.0,112.0,auto
71,72.0,Le million,1931.0,René Clair,"France,",tt0022150,Le Million,1931.0,112.0,auto
72,73.0,Cléo from 5 to 7,1962.0,Agnès Varda,"France,",tt0055852,Cléo from 5 to 7,1962.0,112.0,auto
73,74.0,Vagabond,1985.0,Agnès Varda,"France,",tt0089960,Vagabond,1985.0,112.0,auto
74,75.0,Chasing Amy,1997.0,Kevin Smith,"United States,",tt0118842,Chasing Amy,1997.0,112.0,auto
75,76.0,Brief Encounter,1945.0,David Lean,"United Kingdom,",tt0037558,Brief Encounter,1945.0,112.0,auto
76,77.0,And God Created Woman,1956.0,Roger Vadim,"France,",tt0049189,...And God Created Woman,1956.0,112.0,auto
77,78.0,The Bank Dick,1940.0,Edward Cline,"United States,",tt0032234,The Bank Dick,1940.0,112.0,auto
79,80.0,The Element of Crime,1984.0,Lars von Trier,"Denmark,",tt0087280,The Element of Crime,1984.0,112.0,auto
80,81.0,Variety Lights,1950.0,Federico Fellini and Alberto Lattuada,"Italy,",tt0042692,Variety Lights,1950.0,112.0,auto
81,82.0,Hamlet,1948.0,Laurence Olivier,"United Kingdom,",tt0040416,Hamlet,1948.0,112.0,auto
82,83.0,The Harder They Come,1972.0,Perry Henzell,"United States,",tt0070155,The Harder They Come,1972.0,112.0,auto
83,84.0,Good Morning,1959.0,Yasujiro Ozu,"Japan,",tt0053134,Good Morning,1959.0,112.0,auto
84,85.0,Pygmalion,1938.0,Anthony Asquith and Leslie Howard,"United Kingdom,",tt0030637,Pygmalion,1938.0,112.0,auto
86,87.0,Alexander Nevsky,1938.0,Sergei Eisenstein,"Soviet Union,",tt0029850,Alexander Nevsky,1938.0,112.0,auto
88,88.0,"Ivan the Terrible, Part I",1944.0,Sergei Eisenstein,"Soviet Union,",tt0037824,"Ivan the Terrible, Part I",1944.0,112.0,auto
89,89.0,Sisters,1973.0,Brian De Palma,"United States,",tt0070698,Sisters,1972.0,106.0,auto
90,90.0,Kwaidan,1965.0,Masaki Kobayashi,"Japan,",tt0058279,Kwaidan,1964.0,106.0,auto
91,91.0,The Blob,1958.0,Irvin S. Yeaworth Jr.,"United States,",tt0051418,The Blob,1958.0,112.0,auto
92,92.0,Fiend Without a Face,1958.0,Arthur Crabtree,"United Kingdom,",tt0050393,Fiend Without a Face,1958.0,112.0,auto
93,93.0,Black Narcissus,1947.0,Michael Powell and Emeric Pressburger,"United Kingdom,",tt0039192,Black Narcissus,1947.0,112.0,auto
94,94.0,I Know Where I’m Going!,1945.0,Michael Powell and Emeric Pressburger,"United Kingdom,",tt0037800,I Know Where I'm Going!,1945.0,112.0,auto
95,95.0,All That Heaven Allows,1955.0,Douglas Sirk,"United States,",tt0047811,All That Heaven Allows,1955.0,112.0,auto
96,96.0,Written on the Wind,1956.0,Douglas Sirk,"United States,",tt0049966,Written on the Wind,1956.0,112.0,auto
97,97.0,Do the Right Thing,1989.0,Spike Lee,"United States,",tt0097216,Do the Right Thing,1989.0,112.0,auto
98,98.0,L’avventura,1960.0,Michelangelo Antonioni,"Italy,",tt0053619,L'Avventura,1960.0,112.0,auto
99,99.0,Gimme Shelter,1970.0,"David Maysles, Albert Maysles, and Charlotte Zwerin","United States,",tt0065780,Gimme Shelter,1970.0,112.0,auto
101,101.0,Cries and Whispers,1972.0,Ingmar Bergman,"Sweden,",tt0069467,Cries & Whispers,1972.0,112.0,auto
102,102.0,The Discreet Charm of the Bourgeoisie,1972.0,Luis Buñuel,"France,",tt0068361,The Discreet Charm of the Bourgeoisie,1972.0,112.0,auto
103,103.0,The Lady Eve,1941.0,Preston Sturges,"United States,",tt0033804,The Lady Eve,1941.0,112.0,auto
104,104.0,Double Suicide,1969.0,Masahiro Shinoda,"Japan,",tt0064975,Double Suicide,1969.0,112.0,auto
105,105.0,Spartacus,1960.0,Stanley Kubrick,"United States,",tt0054331,Spartacus,1960.0,112.0,auto
106,106.0,Coup de torchon,1981.0,Bertrand Tavernier,"France,",tt0082206,Clean Slate,1981.0,112.0,auto
107,107.0,Mona Lisa,1986.0,Neil Jordan,"United Kingdom,",tt0091538,Mona Lisa,1986.0,112.0,auto
108,108.0,The Rock,1996.0,Michael Bay,"United States,",tt0117500,The Rock,1996.0,112.0,auto
109,109.0,The Scarlet Empress,1934.0,Josef von Sternberg,"United States,",tt0025746,The Scarlet Empress,1934.0,112.0,auto
110,110.0,Monsieur Hulot’s Holiday,1953.0,Jacques Tati,"France,",tt0046487,Monsieur Hulot's Holiday,1953.0,112.0,auto
111,111.0,Mon oncle,1958.0,Jacques Tati,"France,",tt0050706,My Uncle,1958.0,112.0,auto
112,112.0,PlayTime,1967.0,Jacques Tati,"France,",tt0062136,Playtime,1967.0,112.0,auto
113,113.0,Big Deal on Madonna Street,1958.0,Mario Monicelli,"Italy,",tt0052216,Big Deal on Madonna Street,1958.0,112.0,auto
114,114.0,My Man Godfrey,1936.0,Gregory La Cava,"United States,",tt0028010,My Man Godfrey,1936.0,112.0,auto
115,115.0,Rififi,1955.0,Jules Dassin,"France,",tt0048021,Rififi,1955.0,112.0,auto
116,116.0,The Hidden Fortress,1958.0,Akira Kurosawa,"Japan,",tt0051808,The Hidden Fortress,1958.0,112.0,auto
117,117.0,Diary of a Chambermaid,1964.0,Luis Buñuel,"France,",tt0058249,Diary of a Chambermaid,1964.0,112.0,auto
118,118.0,Sullivan’s Travels,1941.0,Preston Sturges,"United States,",tt0034240,Sullivan's Travels,1941.0,112.0,auto
119,119.0,Withnail and I,1987.0,Bruce Robinson,"United Kingdom,",tt0094336,Withnail and I,1987.0,112.0,auto
120,120.0,How to Get Ahead in Advertising,1989.0,Bruce Robinson,"United Kingdom,",tt0097531,How to Get Ahead in Advertising,1989.0,112.0,auto
121,121.0,Billy Liar,1963.0,John Schlesinger,"United Kingdom,",tt0056868,Billy Liar,1963.0,112.0,auto
122,122.0,Salesman,1969.0,"David Maysles, Albert Maysles, and Charlotte Zwerin","United States,",tt0064921,Salesman,1969.0,112.0,auto
123,123.0,Grey Gardens,1975.0,"David Maysles, Albert Maysles, Ellen Hovde, and Muffie Meyer","United States,",tt0073076,Grey Gardens,1975.0,112.0,auto
125,125.0,Day of Wrath,1943.0,Carl Th. Dreyer,"Denmark,",tt0036506,Day of Wrath,1943.0,107.0,auto
126,126.0,Ordet,1955.0,Carl Th. Dreyer,"Denmark,",tt0048452,Ordet,1955.0,107.0,auto
127,127.0,Gertrud,1964.0,Carl Th. Dreyer,"Denmark,",tt0058138,Gertrud,1964.0,107.0,auto
129,129.0,Le trou,1960.0,Jacques Becker,"France,",tt0054407,The Hole,1960.0,112.0,auto
130,130.0,The Shop on Main Street,1965.0,Ján Kadár and Elmar Klos,"Czechoslovakia,",tt0059527,The Shop on Main Street,1965.0,112.0,auto
131,131.0,Closely Watched Trains,1966.0,Jiří Menzel,"Czechoslovakia,",tt0060802,Closely Watched Trains,1966.0,112.0,auto
132,132.0,The Ruling Class,1972.0,Peter Medak,"United Kingdom,",tt0069198,The Ruling Class,1972.0,112.0,auto
133,133.0,The Vanishing,1988.0,George Sluizer,"France,",tt0096163,The Vanishing,1988.0,112.0,auto
134,134.0,Häxan,1922.0,Benjamin Christensen,"Denmark,",tt0013257,Häxan,1922.0,112.0,auto
135,135.0,Rebecca,1940.0,Alfred Hitchcock,"United States,",tt0032976,Rebecca,1940.0,112.0,auto
136,136.0,Spellbound,1945.0,Alfred Hitchcock,"United States,",tt0038109,Spellbound,1945.0,112.0,auto
137,137.0,Notorious,1946.0,Alfred Hitchcock,"United States,",tt0038787,Notorious,1946.0,112.0,auto
138,138.0,Rashomon,1950.0,Akira Kurosawa,"Japan,",tt0042876,Rashomon,1950.0,112.0,auto
139,139.0,Wild Strawberries,1957.0,Ingmar Bergman,"Sweden,",tt0050986,Wild Strawberries,1957.0,112.0,auto
140,140.0,8½,1963.0,Federico Fellini,"Italy,",tt0056801,8½,1963.0,112.0,auto
141,141.0,Children of Paradise,1945.0,Marcel Carné,"France,",tt0037674,Children of Paradise,1945.0,112.0,auto
142,142.0,The Last Wave,1977.0,Peter Weir,"Australia,",tt0076299,The Last Wave,1977.0,112.0,auto
143,143.0,That Obscure Object of Desire,1977.0,Luis Buñuel,"France,",tt0075824,That Obscure Object of Desire,1977.0,112.0,auto
144,144.0,Loves of a Blonde,1965.0,Miloš Forman,"Czechoslovakia,",tt0059415,Loves of a Blonde,1965.0,112.0,auto
145,145.0,The Firemen’s Ball,1967.0,Miloš Forman,"Czechoslovakia,",tt0061781,The Firemen's Ball,1967.0,112.0,auto
146,146.0,The Cranes Are Flying,1957.0,Mikhail Kalatozov,"Soviet Union,",tt0050634,The Cranes Are Flying,1957.0,112.0,auto
147,147.0,In the Mood for Love,2000.0,Wong Kar Wai,"Hong Kong,",tt0118694,In the Mood for Love,2000.0,112.0,auto
148,148.0,Ballad of a Soldier,1959.0,Grigori Chukhrai,"Soviet Union,",tt0052600,Ballad of a Soldier,1959.0,112.0,auto
149,149.0,Juliet of the Spirits,1965.0,Federico Fellini,"Italy,",tt0059229,Juliet of the Spirits,1965.0,112.0,auto
150,150.0,Bob le flambeur,1956.0,Jean-Pierre Melville,"France,",tt0047892,Bob le Flambeur,1956.0,112.0,auto
151,151.0,Traffic,2000.0,Steven Soderbergh,"United States,",tt0181865,Traffic,2000.0,112.0,auto
152,152.0,George Washington,2000.0,David Gordon Green,"United States,",tt0262432,George Washington,2000.0,112.0,auto
153,153.0,General Idi Amin Dada: A Self-Portrait,1974.0,Barbet Schroeder,"France,",tt0071544,General Idi Amin Dada: A Self Portrait,1974.0,112.0,auto
154,154.0,The Horse’s Mouth,1958.0,Ronald Neame,"United Kingdom,",tt0051739,The Horse's Mouth,1958.0,112.0,auto
155,155.0,Tokyo Olympiad,1965.0,Kon Ichikawa,"Japan,",tt0059817,Tokyo Olympiad,1965.0,112.0,auto
156,156.0,Hearts and Minds,1974.0,Peter Davis,"United States,",tt0071604,Hearts and Minds,1974.0,112.0,auto
157,157.0,The Royal Tenenbaums,2001.0,Wes Anderson,"United States,",tt0265666,The Royal Tenenbaums,2001.0,112.0,auto
158,158.0,The Importance of Being Earnest,1952.0,Anthony Asquith,"United Kingdom,",tt0044744,The Importance of Being Earnest,1952.0,112.0,auto
159,159.0,Red Beard,1965.0,Akira Kurosawa,"Japan,",tt0058888,Red Beard,1965.0,112.0,auto
160,160.0,À nous la liberté,1931.0,René Clair,"France,",tt0022599,À Nous la Liberté,1931.0,112.0,auto
161,161.0,Under the Roofs of Paris,1930.0,René Clair,"France,",tt0021409,Under the Roofs of Paris,1930.0,112.0,auto
162,162.0,Ratcatcher,1999.0,Lynne Ramsay,"United Kingdom,",tt0171685,Ratcatcher,1999.0,112.0,auto
163,163.0,Hopscotch,1980.0,Ronald Neame,"United States,",tt0080889,Hopscotch,1980.0,112.0,auto
164,164.0,Solaris,1972.0,Andrei Tarkovsky,"Soviet Union,",tt0069293,Solaris,1972.0,112.0,auto
165,165.0,Man Bites Dog,1992.0,"Rémy Belvaux, André Bonzel, and Benoit Poelvoorde","Belgium,",tt0103905,Man Bites Dog,1992.0,112.0,auto
166,166.0,Down by Law,1986.0,Jim Jarmusch,"United States,",tt0090967,Down by Law,1986.0,112.0,auto
168,168.0,Monterey Pop,1968.0,D. A. Pennebaker,"United States,",tt0064689,Monterey Pop,1968.0,112.0,auto
170,170.0,Trouble in Paradise,1932.0,Ernst Lubitsch,"United States,",tt0023622,Trouble in Paradise,1932.0,112.0,auto
171,171.0,Contempt,1963.0,Jean-Luc Godard,"France,",tt0057345,Contempt,1963.0,112.0,auto
172,172.0,Pépé le moko,1937.0,Julien Duvivier,"France,",tt0029453,Pépé le Moko,1937.0,112.0,auto
173,173.0,The Life and Death of Colonel Blimp,1943.0,Michael Powell and Emeric Pressburger,"United Kingdom,",tt0036112,The Life and Death of Colonel Blimp,1943.0,112.0,auto
174,174.0,Band of Outsiders,1964.0,Jean-Luc Godard,"France,",tt0057869,Band of Outsiders,1964.0,112.0,auto
175,175.0,Fear and Loathing in Las Vegas,1998.0,Terry Gilliam,"United States,",tt0120669,Fear and Loathing in Las Vegas,1998.0,112.0,auto
177,177.0,The Lost Honor of Katharina Blum,1975.0,Volker Schlöndorff and Margarethe von Trotta,"Germany,",tt0073858,The Lost Honor of Katharina Blum,1975.0,112.0,auto
178,178.0,My Life as a Dog,1985.0,Lasse Hallström,"Sweden,",tt0089606,My Life as a Dog,1985.0,112.0,auto
180,180.0,I Am Curious—Yellow,1967.0,Vilgot Sjöman,"Sweden,",tt0061834,I Am Curious (Yellow),1967.0,112.0,auto
181,181.0,I Am Curious—Blue,1967.0,Vilgot Sjöman,"Sweden,",tt0063149,I Am Curious (Blue),1968.0,106.0,auto
182,182.0,Straw Dogs,1971.0,Sam Peckinpah,"United States,",tt0067800,Straw Dogs,1971.0,112.0,auto
183,183.0,Les dames du Bois de Boulogne,1945.0,Robert Bresson,"France,",tt0037630,The Ladies of the Bois de Boulogne,1945.0,112.0,auto
186,186.0,Stolen Kisses,1968.0,François Truffaut,"France,",tt0062695,Stolen Kisses,1968.0,112.0,auto
187,187.0,Bed and Board,1970.0,François Truffaut,"France,",tt0065651,Bed & Board,1970.0,112.0,auto
188,188.0,Love on the Run,1979.0,François Truffaut,"France,",tt0078771,Love on the Run,1979.0,112.0,auto
189,189.0,The White Sheik,1952.0,Federico Fellini,"Italy,",tt0044000,The White Sheik,1952.0,112.0,auto
190,190.0,Throne of Blood,1957.0,Akira Kurosawa,"Japan,",tt0050613,Throne of Blood,1957.0,112.0,auto
191,191.0,Jubilee,1978.0,Derek Jarman,"United Kingdom,",tt0076240,Jubilee,1978.0,112.0,auto
192,192.0,Coup de grâce,1976.0,Volker Schlöndorff,"Germany,",tt0074515,Coup de Grâce,1976.0,112.0,auto
193,193.0,Quai des Orfèvres,1947.0,Henri-Georges Clouzot,"France,",tt0039739,Jenny Lamour,1947.0,112.0,auto
194,194.0,Il posto,1961.0,Ermanno Olmi,"Italy,",tt0055320,The Sound of Trumpets,1961.0,112.0,auto
195,195.0,I fidanzati,1962.0,Ermanno Olmi,"Italy,",tt0055981,The Fiances,1963.0,106.0,auto
196,196.0,Hiroshima mon amour,1959.0,Alain Resnais,"France,",tt0052893,Hiroshima Mon Amour,1959.0,112.0,auto
198,198.0,Ali: Fear Eats the Soul,1974.0,Rainer Werner Fassbinder,"Germany,",tt0071141,Ali: Fear Eats the Soul,1974.0,112.0,auto
199,199.0,Schizopolis,1996.0,Steven Soderbergh,"United States,",tt0117561,Schizopolis,1996.0,112.0,auto
200,200.0,The Honeymoon Killers,1969.0,Leonard Kastle,"United States,",tt0064437,The Honeymoon Killers,1970.0,106.0,auto
201,201.0,Umberto D.,1952.0,Vittorio De Sica,"Italy,",tt0045274,Umberto D.,1952.0,112.0,auto
204,204.0,The Marriage of Maria Braun,1979.0,Rainer Werner Fassbinder,"West Germany,",tt0079095,The Marriage of Maria Braun,1979.0,112.0,auto
205,205.0,Veronika Voss,1982.0,Rainer Werner Fassbinder,"West Germany,",tt0084654,Veronika Voss,1982.0,112.0,auto
206,206.0,Lola,1981.0,Rainer Werner Fassbinder,"West Germany,",tt0082671,Lola,1981.0,112.0,auto
207,207.0,The Pornographers,1966.0,Shohei Imamura,"Japan,",tt0060560,The Pornographers,1966.0,100.0,auto
209,209.0,Through a Glass Darkly,1961.0,Ingmar Bergman,"Sweden,",tt0055499,Through a Glass Darkly,1961.0,112.0,auto
210,210.0,Winter Light,1963.0,Ingmar Bergman,"Sweden,",tt0057358,Winter Light,1963.0,112.0,auto
211,211.0,The Silence,1963.0,Ingmar Bergman,"Sweden,",tt0057611,The Silence,1963.0,112.0,auto
212,213.0,Richard III,1955.0,Laurence Olivier,"United Kingdom,",tt0049674,Richard III,1955.0,112.0,auto
214,215.0,Knife in the Water,1962.0,Roman Polanski,"Poland,",tt0056291,Knife in the Water,1962.0,112.0,auto
215,216.0,The Rules of the Game,1939.0,Jean Renoir,"France,",tt0031885,The Rules of the Game,1939.0,112.0,auto
216,217.0,Tokyo Story,1953.0,Yasujiro Ozu,"Japan,",tt0046438,Tokyo Story,1953.0,112.0,auto
217,218.0,Le cercle rouge,1970.0,Jean-Pierre Melville,"France,",tt0065531,Le cercle rouge,1970.0,112.0,auto
218,219.0,La strada,1954.0,Federico Fellini,"Italy,",tt0047528,La Strada,1954.0,112.0,auto
219,220.0,Naked Lunch,1991.0,David Cronenberg,"Canada,",tt0102511,Naked Lunch,1991.0,112.0,auto
220,221.0,Ikiru,1952.0,Akira Kurosawa,"Japan,",tt0044741,Ikiru,1952.0,112.0,auto
221,222.0,Diary of a Country Priest,1951.0,Robert Bresson,"France,",tt0042619,Diary of a Country Priest,1951.0,112.0,auto
222,223.0,Maîtresse,1976.0,Barbet Schroeder,"France,",tt0074883,Mistress,1976.0,112.0,auto
223,224.0,Pickup on South Street,1953.0,Samuel Fuller,"United States,",tt0046187,Pickup on South Street,1953.0,112.0,auto
224,225.0,Tunes of Glory,1960.0,Ronald Neame,"United Kingdom,",tt0054412,Tunes of Glory,1960.0,112.0,auto
225,226.0,Onibaba,1964.0,Kaneto Shindo,"Japan,",tt0058430,Onibaba,1964.0,112.0,auto
226,227.0,Le Corbeau,1943.0,Henri-Georges Clouzot,"France,",tt0035753,Le Corbeau,1943.0,112.0,auto
227,228.0,Salvatore Giuliano,1962.0,Francesco Rosi,"Italy,",tt0055399,Salvatore Giuliano,1962.0,112.0,auto
228,229.0,Scenes from a Marriage,1973.0,Ingmar Bergman,"Sweden,",tt6725014,Scenes from a Marriage,1974.0,106.0,auto
229,230.0,3 Women,1977.0,Robert Altman,"United States,",tt0075612,3 Women,1977.0,112.0,auto
230,231.0,The Testament of Dr. Mabuse,1933.0,Fritz Lang,"Germany,",tt0023563,The Testament of Dr. Mabuse,1933.0,112.0,auto
232,233.0,Stray Dog,1949.0,Akira Kurosawa,"Japan,",tt0041699,Stray Dog,1949.0,112.0,auto
233,234.0,The Tin Drum,1979.0,Volker Schlöndorff,"Germany,",tt0078875,The Tin Drum,1979.0,112.0,auto
234,235.0,The Leopard,1963.0,Luchino Visconti,"Italy,",tt0057091,The Leopard,1963.0,112.0,auto
235,236.0,Mamma Roma,1962.0,Pier Paolo Pasolini,"Italy,",tt0056215,Mamma Roma,1962.0,112.0,auto
236,237.0,Smiles of a Summer Night,1955.0,Ingmar Bergman,"Sweden,",tt0048641,Smiles of a Summer Night,1955.0,112.0,auto
237,238.0,A Woman Is a Woman,1961.0,Jean-Luc Godard,"France,",tt0055572,A Woman Is a Woman,1961.0,112.0,auto
239,240.0,Early Summer,1951.0,Yasujiro Ozu,"Japan,",tt0043313,Early Summer,1951.0,112.0,auto
241,242.0,The Golden Coach,1953.0,Jean Renoir,"France,",tt0044487,The Golden Coach,1952.0,106.0,auto
242,243.0,French Cancan,1955.0,Jean Renoir,"France,",tt0046998,French Cancan,1955.0,112.0,auto
243,244.0,Elena and Her Men,1956.0,Jean Renoir,"France,",tt0049177,Elena and Her Men,1956.0,112.0,auto
244,245.0,Port of Shadows,1938.0,Marcel Carné,"France,",tt0030643,Port of Shadows,1938.0,112.0,auto
